,Country Name,Country Code,year,GDP_USD,GDP_per_capita_USD
532,Aruba,ABW,1962,,
533,Africa Eastern and Southern,AFE,1962,23707015394.0,172.2710222
534,Afghanistan,AFG,1962,546666677.8,58.4580087
535,Africa Western and Central,AFW,1962,11943187848.0,118.8294606
536,Angola,AGO,1962,,
537,Albania,ALB,1962,,
538,Andorra,AND,1962,,
539,Arab World,ARB,1962,,
540,United Arab Emirates,ARE,1962,,
541,Argentina,ARG,1962,24450604877.0,1155.890717
542,Armenia,ARM,1962,,
543,American Samoa,ASM,1962,,
544,Antigua and Barbuda,ATG,1962,,
545,Australia,AUS,1962,19922723709.0,1854.656834
546,Austria,AUT,1962,7756110210.0,1087.834243
547,Azerbaijan,AZE,1962,,
548,Burundi,BDI,1962,213500006.0,73.43533082
549,Belgium,BEL,1962,13264015675.0,1438.523233
550,Benin,BEN,1962,236434906.8,94.46449724
551,Burkina Faso,BFA,1962,379567023.3,76.52054931
552,Bangladesh,BGD,1962,5081413340.0,100.1221296
553,Bulgaria,BGR,1962,,
554,Bahrain,BHR,1962,,
555,"Bahamas, The",BHS,1962,212254902.0,1752.840006
556,Bosnia and Herzegovina,BIH,1962,,
557,Belarus,BLR,1962,,
558,Belize,BLZ,1962,31856922.86,327.0999965
559,Bermuda,BMU,1962,94149985.97,2020.385965
560,Bolivia,BOL,1962,444665186.4,116.9249682
561,Brazil,BRA,1962,19231747852.0,251.3483174
562,Barbados,BRB,1962,,
563,Brunei Darussalam,BRN,1962,,
564,Bhutan,BTN,1962,,
565,Botswana,BWA,1962,35643207.63,68.05034896
566,Central African Republic,CAF,1962,124482748.9,80.21271167
567,Canada,CAN,1962,42227447632.0,2268.585346
568,Central Europe and the Baltics,CEB,1962,,
569,Switzerland,CHE,1962,11879982759.0,2131.391652
570,Channel Islands,CHI,1962,,
571,Chile,CHL,1962,5416272727.0,638.94536
572,China,CHN,1962,47209359006.0,70.90941167
573,Cote d'Ivoire,CIV,1962,645284344.7,171.1286396
574,Cameroon,CMR,1962,694247725.5,128.5946372
575,"Congo, Dem. Rep.",COD,1962,3779841429.0,235.6335244
576,"Congo, Rep.",COG,1962,166521239.9,155.7385272
577,Colombia,COL,1962,4955543963.0,289.9179458
578,Comoros,COM,1962,,
579,Cabo Verde,CPV,1962,,
580,Costa Rica,CRI,1962,479180824.3,334.3092487
581,Caribbean small states,CSS,1962,2153895648.0,494.7363719
582,Cuba,CUB,1962,,
583,Curacao,CUW,1962,,
584,Cayman Islands,CYM,1962,,
585,Cyprus,CYP,1962,,
586,Czech Republic,CZE,1962,,
587,Germany,DEU,1962,,
588,Djibouti,DJI,1962,,
589,Dominica,DMA,1962,,
590,Denmark,DNK,1962,,
591,Dominican Republic,DOM,1962,824100000.0,234.0516294
592,Algeria,DZA,1962,2001428328.0,172.242509
593,East Asia & Pacific (excluding high income),EAP,1962,65396588241.0,72.14788168
594,Early-demographic dividend,EAR,1962,163742000000.0,159.4058085
595,East Asia & Pacific,EAS,1962,158361000000.0,149.6629864
596,Europe & Central Asia (excluding high income),ECA,1962,,
597,Europe & Central Asia,ECS,1962,,
598,Ecuador,ECU,1962,1518208221.0,315.688704
599,"Egypt, Arab Rep.",EGY,1962,,
600,Euro area,EMU,1962,298819000000.0,1106.286139
601,Eritrea,ERI,1962,,
602,Spain,ESP,1962,16138545209.0,520.2061314
603,Estonia,EST,1962,,
604,Ethiopia,ETH,1962,,
605,European Union,EUU,1962,,
606,Fragile and conflict affected situations,FCS,1962,,
607,Finland,FIN,1962,6340580854.0,1411.702398
608,Fiji,FJI,1962,122906435.0,291.4733335
609,France,FRA,1962,75607529810.0,1578.284538
610,Faroe Islands,FRO,1962,,
611,"Micronesia, Fed. Sts.",FSM,1962,,
612,Gabon,GAB,1962,182796536.5,357.5237617
613,United Kingdom,GBR,1962,81247564157.0,1525.775853
614,Georgia,GEO,1962,,
615,Ghana,GHA,1962,1382352941.0,195.4693986
616,Gibraltar,GIB,1962,,
617,Guinea,GIN,1962,,
618,"Gambia, The",GMB,1962,,
619,Guinea-Bissau,GNB,1962,,
620,Equatorial Guinea,GNQ,1962,9122751.453,34.79058136
621,Greece,GRC,1962,5213047711.0,617.0577577
622,Grenada,GRD,1962,,
623,Greenland,GRL,1962,,
624,Guatemala,GTM,1962,1143600000.0,261.1791338
625,Guam,GUM,1962,,
626,Guyana,GUY,1962,194948375.4,321.5452368
627,High income,HIC,1962,1221770000000.0,1528.486014
628,"Hong Kong SAR, China",HKG,1962,1612346412.0,487.8211341
629,Honduras,HND,1962,387750000.0,179.8763063
630,Heavily indebted poor countries (HIPC),HPC,1962,19383483570.0,114.311615
631,Croatia,HRV,1962,,
632,Haiti,HTI,1962,281896800.0,70.13804588
633,Hungary,HUN,1962,,
634,IBRD only,IBD,1962,320918000000.0,162.5707617
635,IDA & IBRD total,IBT,1962,364190000000.0,153.5124517
636,IDA total,IDA,1962,41990402228.0,105.407725
637,IDA blend,IDB,1962,13806052818.0,109.3203779
638,Indonesia,IDN,1962,,
639,IDA only,IDX,1962,29060744250.0,106.8127455
640,Isle of Man,IMN,1962,,
641,India,IND,1962,42161481858.0,89.88175649
642,Not classified,INX,1962,,
643,Ireland,IRL,1962,2260349684.0,797.0062884
644,"Iran, Islamic Rep.",IRN,1962,4693566416.0,203.4373696
645,Iraq,IRQ,1962,1954634836.0,254.7015332
646,Iceland,ISL,1962,284916516.2,1562.23073
647,Israel,ISR,1962,2510000000.0,1094.635848
648,Italy,ITA,1962,50383891899.0,990.2601522
649,Jamaica,JAM,1962,777712445.8,463.8905134
650,Jordan,JOR,1962,,
651,Japan,JPN,1962,60723018684.0,639.6407854
652,Kazakhstan,KAZ,1962,,
653,Kenya,KEN,1962,868111400.0,100.3944951
654,Kyrgyz Republic,KGZ,1962,,
655,Cambodia,KHM,1962,660000008.6,109.4811702
656,Kiribati,KIR,1962,,
657,St. Kitts and Nevis,KNA,1962,12541562.15,246.1011784
658,"Korea, Rep.",KOR,1962,2814318517.0,106.1485057
659,Kuwait,KWT,1962,,
660,Latin America & Caribbean (excluding high income),LAC,1962,77784478750.0,375.5571903
661,Lao PDR,LAO,1962,,
662,Lebanon,LBN,1962,,
663,Liberia,LBR,1962,,
664,Libya,LBY,1962,,
665,St. Lucia,LCA,1962,,
666,Latin America & Caribbean,LCN,1962,98133168724.0,422.6539397
667,Least developed countries: UN classification,LDC,1962,,
668,Low income,LIC,1962,,
669,Liechtenstein,LIE,1962,,
670,Sri Lanka,LKA,1962,1434156379.0,138.536654
671,Lower middle income,LMC,1962,97978908296.0,94.68920294
672,Low & middle income,LMY,1962,336200000000.0,145.1337162
673,Lesotho,LSO,1962,41859162.82,48.16203156
674,Late-demographic dividend,LTE,1962,181100000000.0,162.5781703
675,Lithuania,LTU,1962,,
676,Luxembourg,LUX,1962,741509480.8,2311.798849
677,Latvia,LVA,1962,,
678,"Macao SAR, China",MAC,1962,,
679,St. Martin (French part),MAF,1962,,
680,Morocco,MAR,1962,2379606422.0,181.1826477
681,Monaco,MCO,1962,,
682,Moldova,MDA,1962,,
683,Madagascar,MDG,1962,739286906.9,138.120004
684,Maldives,MDV,1962,,
685,Middle East & North Africa,MEA,1962,,
686,Mexico,MEX,1962,15200000000.0,378.1534954
687,Marshall Islands,MHL,1962,,
688,Middle income,MIC,1962,321013000000.0,147.9847131
689,North Macedonia,MKD,1962,,
690,Mali,MLI,1962,,
691,Malta,MLT,1962,,
692,Myanmar,MMR,1962,612517344.8,26.98591999
693,Middle East & North Africa (excluding high income),MNA,1962,,
694,Montenegro,MNE,1962,,
695,Mongolia,MNG,1962,,
696,Northern Mariana Islands,MNP,1962,,
697,Mozambique,MOZ,1962,,
698,Mauritania,MRT,1962,164271590.8,182.1818927
699,Mauritius,MUS,1962,,
700,Malawi,MWI,1962,183116337.7,47.69838391
701,Malaysia,MYS,1962,2001502679.0,230.2605937
702,North America,NAC,1962,647422000000.0,3155.097538
703,Namibia,NAM,1962,,
704,New Caledonia,NCL,1962,,
705,Niger,NER,1962,531736492.9,148.1891599
706,Nigeria,NGA,1962,4909302954.0,104.3870285
707,Nicaragua,NIC,1962,265291588.7,140.5573456
708,Netherlands,NLD,1962,14647057370.0,1240.677894
709,Norway,NOR,1962,6066976683.0,1667.24743
710,Nepal,NPL,1962,574091101.2,55.02568891
711,Nauru,NRU,1962,,
712,New Zealand,NZL,1962,6077496268.0,2448.628633
713,OECD members,OED,1962,1226900000000.0,1474.283507
714,Oman,OMN,1962,,
715,Other small states,OSS,1962,,
716,Pakistan,PAK,1962,4310163797.0,91.31918488
717,Panama,PAN,1962,652120900.0,542.3281858
718,Peru,PER,1962,3286773188.0,305.7616169
719,Philippines,PHL,1962,4954529277.0,176.4600348
720,Palau,PLW,1962,,
721,Papua New Guinea,PNG,1962,261184037.4,111.6004653
722,Poland,POL,1962,,
723,Pre-demographic dividend,PRE,1962,23637172382.0,120.3833823
724,Puerto Rico,PRI,1962,2094400000.0,854.744805
725,"Korea, Dem. People's Rep.",PRK,1962,,
726,Portugal,PRT,1962,3668222358.0,407.8528436
727,Paraguay,PRY,1962,,
728,West Bank and Gaza,PSE,1962,,
729,Pacific island small states,PSS,1962,,
730,Post-demographic dividend,PST,1962,1196190000000.0,1545.755736
731,French Polynesia,PYF,1962,,
732,Qatar,QAT,1962,,
733,Romania,ROU,1962,,
734,Russian Federation,RUS,1962,,
735,Rwanda,RWA,1962,125000008.0,40.94418195
736,South Asia,SAS,1962,53721519494.0,89.91132804
737,Saudi Arabia,SAU,1962,,
738,Sudan,SDN,1962,1541666667.0,140.7251282
739,Senegal,SEN,1962,1085475574.0,320.5015389
740,Singapore,SGP,1962,826244610.0,472.0858245
741,Solomon Islands,SLB,1962,,
742,Sierra Leone,SLE,1962,342721579.8,143.4726483
743,El Salvador,SLV,1962,,
744,San Marino,SMR,1962,,
745,Somalia,SOM,1962,203531927.5,70.81304897
746,Serbia,SRB,1962,,
747,Sub-Saharan Africa (excluding high income),SSA,1962,35070766314.0,147.3081546
748,South Sudan,SSD,1962,,
749,Sub-Saharan Africa,SSF,1962,35082238991.0,147.329089
750,Small states,SST,1962,,
751,Sao Tome and Principe,STP,1962,,
752,Suriname,SUR,1962,116150000.0,382.2056375
753,Slovak Republic,SVK,1962,,
754,Slovenia,SVN,1962,,
755,Sweden,SWE,1962,18667251380.0,2468.694589
756,Eswatini,SWZ,1962,45927061.46,131.1620895
757,Sint Maarten (Dutch part),SXM,1962,,
758,Seychelles,SYC,1962,12642026.57,287.0447884
759,Syrian Arab Republic,SYR,1962,1110565881.0,227.7883404
760,Turks and Caicos Islands,TCA,1962,,
761,Chad,TCD,1962,357635713.9,114.5818066
762,East Asia & Pacific (IDA & IBRD countries),TEA,1962,65298534066.0,72.99708376
763,Europe & Central Asia (IDA & IBRD countries),TEC,1962,,
764,Togo,TGO,1962,132237441.6,81.99444408
765,Thailand,THA,1962,3308912797.0,113.7828498
766,Tajikistan,TJK,1962,,
767,Turkmenistan,TKM,1962,,
768,Latin America & the Caribbean (IDA & IBRD countries),TLA,1962,92113796428.0,415.5329984
769,Timor-Leste,TLS,1962,,
770,Middle East & North Africa (IDA & IBRD countries),TMN,1962,,
771,Tonga,TON,1962,,
772,South Asia (IDA & IBRD),TSA,1962,53721519494.0,89.91132804
773,Sub-Saharan Africa (IDA & IBRD countries),TSS,1962,35082238991.0,147.329089
774,Trinidad and Tobago,TTO,1962,619319197.3,704.2231582
775,Tunisia,TUN,1962,,
776,Turkiye,TUR,1962,8922222222.0,309.4466243
777,Tuvalu,TUV,1962,,
778,Tanzania,TZA,1962,,
779,Uganda,UGA,1962,449012578.6,62.22631459
780,Ukraine,UKR,1962,,
781,Upper middle income,UMC,1962,223961000000.0,197.4113115
782,Uruguay,URY,1962,1710004407.0,656.7132268
783,United States,USA,1962,605100000000.0,3243.843078
784,Uzbekistan,UZB,1962,,
785,St. Vincent and the Grenadines,VCT,1962,14524878.96,174.4960771
786,"Venezuela, RB",VEN,1962,8946969697.0,1023.355237
787,British Virgin Islands,VGB,1962,,
788,Virgin Islands (U.S.),VIR,1962,,
789,Vietnam,VNM,1962,,
790,Vanuatu,VUT,1962,,
791,World,WLD,1962,1550300000000.0,496.165533
792,Samoa,WSM,1962,,
793,Kosovo,XKX,1962,,
794,"Yemen, Rep.",YEM,1962,,
795,South Africa,ZAF,1962,9813996079.0,546.2619353
796,Zambia,ZMB,1962,693142857.1,212.5784491
797,Zimbabwe,ZWE,1962,1117601600.0,276.6882328
